"Hospital Name","Provider Number","State","Measure Name","Number of Discharges","Footnote","Excess Readmission Ratio","Predicted Readmission Rate","Expected Readmission Rate","Number of Readmissions","Start Date","End Date"
"WESTFIELD MEMORIAL HOSPITAL, INC",330166,NY,Pneumonia (PN) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
WINTHROP-UNIVERSITY HOSPITAL,330167,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,546,,1.0975,21.3,19.4,120,7/1/2008,6/30/2011
WINTHROP-UNIVERSITY HOSPITAL,330167,NY,Heart Failure (HF) 30-Day Readmissions,1188,,1.0620,24.9,23.5,300,7/1/2008,6/30/2011
WINTHROP-UNIVERSITY HOSPITAL,330167,NY,Pneumonia (PN) 30-Day Readmissions,755,,1.0366,18.6,17.9,142,7/1/2008,6/30/2011
BETH ISRAEL MEDICAL CENTER - PETRIE CAMPUS,330169,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,509,,1.1431,24.2,21.2,129,7/1/2008,6/30/2011
BETH ISRAEL MEDICAL CENTER - PETRIE CAMPUS,330169,NY,Heart Failure (HF) 30-Day Readmissions,1450,,1.1824,28.9,24.5,430,7/1/2008,6/30/2011
BETH ISRAEL MEDICAL CENTER - PETRIE CAMPUS,330169,NY,Pneumonia (PN) 30-Day Readmissions,987,,1.1472,20.7,18.1,212,7/1/2008,6/30/2011
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,25,,0.9904,25.7,26.0,6,7/1/2008,6/30/2011
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,Heart Failure (HF) 30-Day Readmissions,239,,1.1284,28.6,25.4,76,7/1/2008,6/30/2011
"CORTLAND REGIONAL MEDICAL CENTER, INC",330175,NY,Pneumonia (PN) 30-Day Readmissions,454,,1.0271,20.4,19.8,94,7/1/2008,6/30/2011
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,330177,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,8,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,330177,NY,Heart Failure (HF) 30-Day Readmissions,118,,0.9894,22.6,22.8,26,7/1/2008,6/30/2011
EDWARD JOHN  NOBLE HOSPITAL OF GOUVERNEUR,330177,NY,Pneumonia (PN) 30-Day Readmissions,55,,0.9713,15.4,15.9,7,7/1/2008,6/30/2011
SAMARITAN HOSPITAL,330180,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,55,,1.0479,23.7,22.6,15,7/1/2008,6/30/2011
SAMARITAN HOSPITAL,330180,NY,Heart Failure (HF) 30-Day Readmissions,199,,1.0673,26.1,24.5,56,7/1/2008,6/30/2011
SAMARITAN HOSPITAL,330180,NY,Pneumonia (PN) 30-Day Readmissions,281,,1.0450,19.8,18.9,58,7/1/2008,6/30/2011
NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE,330181,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,107,,1.0494,26.1,24.8,30,7/1/2008,6/30/2011
NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE,330181,NY,Heart Failure (HF) 30-Day Readmissions,538,,1.0846,26.6,24.5,148,7/1/2008,6/30/2011
NS/LIJ HS-NORTH SHORE UNIV HOSP AT GLEN COVE,330181,NY,Pneumonia (PN) 30-Day Readmissions,313,,0.9411,17.6,18.8,52,7/1/2008,6/30/2011
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,1093,,0.9266,18.6,20.1,200,7/1/2008,6/30/2011
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,Heart Failure (HF) 30-Day Readmissions,1700,,1.0185,25.6,25.2,437,7/1/2008,6/30/2011
ST FRANCIS HOSPITAL - THE HEART CENTER,330182,NY,Pneumonia (PN) 30-Day Readmissions,437,,0.8773,16.9,19.3,67,7/1/2008,6/30/2011
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,330184,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,129,,1.1290,26.9,23.8,40,7/1/2008,6/30/2011
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,330184,NY,Heart Failure (HF) 30-Day Readmissions,453,,1.1313,27.5,24.3,132,7/1/2008,6/30/2011
SOUND SHORE MEDICAL CENTER OF WESTSCHESTER,330184,NY,Pneumonia (PN) 30-Day Readmissions,211,,1.0635,18.8,17.7,43,7/1/2008,6/30/2011
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,222,,1.0412,25.8,24.8,59,7/1/2008,6/30/2011
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,Heart Failure (HF) 30-Day Readmissions,731,,1.0315,26.6,25.7,196,7/1/2008,6/30/2011
JOHN T MATHER MEMORIAL HOSPITAL  OF PORT JEFFERSON,330185,NY,Pneumonia (PN) 30-Day Readmissions,514,,0.9830,18.9,19.2,96,7/1/2008,6/30/2011
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,127,,0.8399,19.9,23.7,18,7/1/2008,6/30/2011
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,Heart Failure (HF) 30-Day Readmissions,321,,0.9307,24.1,25.9,73,7/1/2008,6/30/2011
MOUNT ST. MARY'S HOSPITAL & HEALTH CENTER,330188,NY,Pneumonia (PN) 30-Day Readmissions,202,,0.9713,18.1,18.6,35,7/1/2008,6/30/2011
GLENS FALLS HOSPITAL,330191,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,268,,1.0561,23.4,22.1,65,7/1/2008,6/30/2011
GLENS FALLS HOSPITAL,330191,NY,Heart Failure (HF) 30-Day Readmissions,565,,1.1017,28.1,25.5,165,7/1/2008,6/30/2011
GLENS FALLS HOSPITAL,330191,NY,Pneumonia (PN) 30-Day Readmissions,522,,0.9634,18.8,19.5,96,7/1/2008,6/30/2011
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,139,,1.0999,27.9,25.3,43,7/1/2008,6/30/2011
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,Heart Failure (HF) 30-Day Readmissions,323,,1.1809,31.3,26.5,112,7/1/2008,6/30/2011
FLUSHING HOSPITAL MEDICAL CENTER,330193,NY,Pneumonia (PN) 30-Day Readmissions,297,,1.1056,22.0,19.9,71,7/1/2008,6/30/2011
MAIMONIDES MEDICAL CENTER,330194,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,864,,1.1547,26.0,22.5,231,7/1/2008,6/30/2011
MAIMONIDES MEDICAL CENTER,330194,NY,Heart Failure (HF) 30-Day Readmissions,1791,,1.0612,27.3,25.7,493,7/1/2008,6/30/2011
MAIMONIDES MEDICAL CENTER,330194,NY,Pneumonia (PN) 30-Day Readmissions,848,,1.0202,20.6,20.2,176,7/1/2008,6/30/2011
NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,359,,1.1084,20.6,18.5,78,7/1/2008,6/30/2011
NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,Heart Failure (HF) 30-Day Readmissions,955,,1.0102,24.2,24.0,232,7/1/2008,6/30/2011
NS/LIJ HS LONG ISLAND JEWISH MEDICAL CENTER,330195,NY,Pneumonia (PN) 30-Day Readmissions,398,,1.0147,18.1,17.9,73,7/1/2008,6/30/2011
CONEY ISLAND HOSPITAL,330196,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,116,,1.0808,26.3,24.4,34,7/1/2008,6/30/2011
CONEY ISLAND HOSPITAL,330196,NY,Heart Failure (HF) 30-Day Readmissions,657,,1.2559,32.5,25.9,228,7/1/2008,6/30/2011
CONEY ISLAND HOSPITAL,330196,NY,Pneumonia (PN) 30-Day Readmissions,238,,1.1108,21.5,19.4,57,7/1/2008,6/30/2011
CANTON-POTSDAM HOSPITAL,330197,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,20,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CANTON-POTSDAM HOSPITAL,330197,NY,Heart Failure (HF) 30-Day Readmissions,190,,0.9554,23.0,24.1,41,7/1/2008,6/30/2011
CANTON-POTSDAM HOSPITAL,330197,NY,Pneumonia (PN) 30-Day Readmissions,256,,1.0267,18.2,17.7,48,7/1/2008,6/30/2011
SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,394,,1.0169,21.1,20.8,84,7/1/2008,6/30/2011
SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,Heart Failure (HF) 30-Day Readmissions,949,,1.0929,26.6,24.4,258,7/1/2008,6/30/2011
SOUTH NASSAU COMMUNITIES HOSPITAL,330198,NY,Pneumonia (PN) 30-Day Readmissions,482,,1.1213,20.5,18.3,105,7/1/2008,6/30/2011
METROPOLITAN HOSPITAL CENTER,330199,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,26,,1.0728,26.4,24.6,10,7/1/2008,6/30/2011
METROPOLITAN HOSPITAL CENTER,330199,NY,Heart Failure (HF) 30-Day Readmissions,54,,1.0820,26.3,24.3,19,7/1/2008,6/30/2011
METROPOLITAN HOSPITAL CENTER,330199,NY,Pneumonia (PN) 30-Day Readmissions,33,,1.0007,15.0,15.0,5,7/1/2008,6/30/2011
KINGSBROOK JEWISH MEDICAL CENTER,330201,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,22,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KINGSBROOK JEWISH MEDICAL CENTER,330201,NY,Heart Failure (HF) 30-Day Readmissions,258,,1.1472,32.2,28.0,92,7/1/2008,6/30/2011
KINGSBROOK JEWISH MEDICAL CENTER,330201,NY,Pneumonia (PN) 30-Day Readmissions,216,,1.1553,24.8,21.5,62,7/1/2008,6/30/2011
KINGS COUNTY HOSPITAL CENTER,330202,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
KINGS COUNTY HOSPITAL CENTER,330202,NY,Heart Failure (HF) 30-Day Readmissions,171,,1.0766,24.3,22.6,46,7/1/2008,6/30/2011
KINGS COUNTY HOSPITAL CENTER,330202,NY,Pneumonia (PN) 30-Day Readmissions,94,,1.1425,19.1,16.7,25,7/1/2008,6/30/2011
CROUSE HOSPITAL,330203,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,214,,1.0463,20.2,19.3,45,7/1/2008,6/30/2011
CROUSE HOSPITAL,330203,NY,Heart Failure (HF) 30-Day Readmissions,658,,1.0374,24.6,23.7,164,7/1/2008,6/30/2011
CROUSE HOSPITAL,330203,NY,Pneumonia (PN) 30-Day Readmissions,540,,1.0520,19.1,18.2,106,7/1/2008,6/30/2011
BELLEVUE HOSPITAL CENTER,330204,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,172,,1.0858,21.3,19.6,40,7/1/2008,6/30/2011
BELLEVUE HOSPITAL CENTER,330204,NY,Heart Failure (HF) 30-Day Readmissions,179,,1.1220,26.3,23.4,54,7/1/2008,6/30/2011
BELLEVUE HOSPITAL CENTER,330204,NY,Pneumonia (PN) 30-Day Readmissions,114,,1.0525,17.0,16.1,22,7/1/2008,6/30/2011
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,36,,0.9446,20.5,21.7,5,7/1/2008,6/30/2011
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,Heart Failure (HF) 30-Day Readmissions,193,,1.0049,25.8,25.6,50,7/1/2008,6/30/2011
ST ANTHONY COMMUNITY HOSPITAL,330205,NY,Pneumonia (PN) 30-Day Readmissions,192,,0.9965,19.9,20.0,38,7/1/2008,6/30/2011
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,57,,1.1262,27.6,24.5,21,7/1/2008,6/30/2011
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,Heart Failure (HF) 30-Day Readmissions,589,,1.1043,27.2,24.6,166,7/1/2008,6/30/2011
ST JOHN'S RIVERSIDE HOSPITAL,330208,NY,Pneumonia (PN) 30-Day Readmissions,408,,1.1245,19.8,17.6,87,7/1/2008,6/30/2011
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,41,,1.0216,24.6,24.1,11,7/1/2008,6/30/2011
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,Heart Failure (HF) 30-Day Readmissions,135,,1.0413,25.6,24.6,37,7/1/2008,6/30/2011
CLAXTON-HEPBURN MEDICAL CENTER,330211,NY,Pneumonia (PN) 30-Day Readmissions,180,,0.9977,19.0,19.0,34,7/1/2008,6/30/2011
LEWIS COUNTY GENERAL HOSPITAL,330213,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,19,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
LEWIS COUNTY GENERAL HOSPITAL,330213,NY,Heart Failure (HF) 30-Day Readmissions,71,,0.9422,21.8,23.1,12,7/1/2008,6/30/2011
LEWIS COUNTY GENERAL HOSPITAL,330213,NY,Pneumonia (PN) 30-Day Readmissions,111,,0.9388,16.5,17.5,15,7/1/2008,6/30/2011
NYU LANGONE MEDICAL CENTER HOSPITAL FOR JOINT DISEASES,330214,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,347,,1.0573,21.8,20.6,78,7/1/2008,6/30/2011
NYU LANGONE MEDICAL CENTER HOSPITAL FOR JOINT DISEASES,330214,NY,Heart Failure (HF) 30-Day Readmissions,1014,,0.9430,23.9,25.4,239,7/1/2008,6/30/2011
NYU LANGONE MEDICAL CENTER HOSPITAL FOR JOINT DISEASES,330214,NY,Pneumonia (PN) 30-Day Readmissions,583,,0.9051,17.9,19.8,99,7/1/2008,6/30/2011
"ROME MEMORIAL HOSPITAL, INC",330215,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,52,,1.0504,22.9,21.8,14,7/1/2008,6/30/2011
"ROME MEMORIAL HOSPITAL, INC",330215,NY,Heart Failure (HF) 30-Day Readmissions,311,,0.9662,22.8,23.6,69,7/1/2008,6/30/2011
"ROME MEMORIAL HOSPITAL, INC",330215,NY,Pneumonia (PN) 30-Day Readmissions,226,,1.0623,19.4,18.2,47,7/1/2008,6/30/2011
OSWEGO HOSPITAL,330218,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,86,,0.9663,22.6,23.4,18,7/1/2008,6/30/2011
OSWEGO HOSPITAL,330218,NY,Heart Failure (HF) 30-Day Readmissions,256,,1.0146,24.3,23.9,63,7/1/2008,6/30/2011
OSWEGO HOSPITAL,330218,NY,Pneumonia (PN) 30-Day Readmissions,354,,1.0365,18.7,18.0,68,7/1/2008,6/30/2011
ERIE COUNTY MEDICAL CENTER,330219,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,114,,0.9859,17.2,17.4,19,7/1/2008,6/30/2011
ERIE COUNTY MEDICAL CENTER,330219,NY,Heart Failure (HF) 30-Day Readmissions,188,,1.0283,25.7,25.0,50,7/1/2008,6/30/2011
ERIE COUNTY MEDICAL CENTER,330219,NY,Pneumonia (PN) 30-Day Readmissions,72,,0.9830,19.4,19.7,13,7/1/2008,6/30/2011
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,92,,1.1410,26.4,23.1,30,7/1/2008,6/30/2011
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,Heart Failure (HF) 30-Day Readmissions,259,,1.1757,30.4,25.8,89,7/1/2008,6/30/2011
WYCKOFF HEIGHTS MEDICAL CENTER,330221,NY,Pneumonia (PN) 30-Day Readmissions,205,,1.2034,23.7,19.7,59,7/1/2008,6/30/2011
SARATOGA HOSPITAL,330222,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,104,,1.1668,26.2,22.5,34,7/1/2008,6/30/2011
SARATOGA HOSPITAL,330222,NY,Heart Failure (HF) 30-Day Readmissions,467,,1.0688,28.0,26.2,135,7/1/2008,6/30/2011
SARATOGA HOSPITAL,330222,NY,Pneumonia (PN) 30-Day Readmissions,386,,0.9452,17.6,18.6,65,7/1/2008,6/30/2011
MASSENA MEMORIAL HOSPITAL,330223,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,18,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
MASSENA MEMORIAL HOSPITAL,330223,NY,Heart Failure (HF) 30-Day Readmissions,219,,0.9565,22.7,23.7,47,7/1/2008,6/30/2011
MASSENA MEMORIAL HOSPITAL,330223,NY,Pneumonia (PN) 30-Day Readmissions,186,,1.1891,21.3,17.9,49,7/1/2008,6/30/2011
BENEDICTINE HOSPITAL,330224,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,53,,1.0046,20.4,20.3,11,7/1/2008,6/30/2011
BENEDICTINE HOSPITAL,330224,NY,Heart Failure (HF) 30-Day Readmissions,313,,1.1455,27.4,23.9,94,7/1/2008,6/30/2011
BENEDICTINE HOSPITAL,330224,NY,Pneumonia (PN) 30-Day Readmissions,195,,0.9948,18.1,18.2,35,7/1/2008,6/30/2011
LONG BEACH MEDICAL CENTER,330225,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,22,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
LONG BEACH MEDICAL CENTER,330225,NY,Heart Failure (HF) 30-Day Readmissions,219,,1.1310,28.5,25.2,70,7/1/2008,6/30/2011
LONG BEACH MEDICAL CENTER,330225,NY,Pneumonia (PN) 30-Day Readmissions,223,,1.0760,20.6,19.2,50,7/1/2008,6/30/2011
UNITY HOSPITAL,330226,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,149,,1.0452,21.6,20.6,34,7/1/2008,6/30/2011
UNITY HOSPITAL,330226,NY,Heart Failure (HF) 30-Day Readmissions,391,,0.9711,23.5,24.2,90,7/1/2008,6/30/2011
UNITY HOSPITAL,330226,NY,Pneumonia (PN) 30-Day Readmissions,252,,1.0642,20.9,19.6,56,7/1/2008,6/30/2011
BROOKS MEMORIAL HOSPITAL,330229,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,18,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
BROOKS MEMORIAL HOSPITAL,330229,NY,Heart Failure (HF) 30-Day Readmissions,92,,1.0104,23.3,23.0,22,7/1/2008,6/30/2011
BROOKS MEMORIAL HOSPITAL,330229,NY,Pneumonia (PN) 30-Day Readmissions,117,,0.9473,17.0,17.9,17,7/1/2008,6/30/2011
QUEENS HOSPITAL CENTER,330231,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,23,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
QUEENS HOSPITAL CENTER,330231,NY,Heart Failure (HF) 30-Day Readmissions,132,,1.1732,26.1,22.2,44,7/1/2008,6/30/2011
QUEENS HOSPITAL CENTER,330231,NY,Pneumonia (PN) 30-Day Readmissions,74,,1.1021,19.9,18.1,20,7/1/2008,6/30/2011
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,330232,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,50,,1.0126,22.9,22.7,12,7/1/2008,6/30/2011
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,330232,NY,Heart Failure (HF) 30-Day Readmissions,300,,1.0727,26.2,24.5,83,7/1/2008,6/30/2011
SETON HEALTH SYSTEM-ST MARY'S CAMPUS,330232,NY,Pneumonia (PN) 30-Day Readmissions,188,,0.9429,17.1,18.1,29,7/1/2008,6/30/2011
BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,114,,0.9402,22.5,24.0,23,7/1/2008,6/30/2011
BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,Heart Failure (HF) 30-Day Readmissions,348,,1.0742,28.0,26.1,102,7/1/2008,6/30/2011
BROOKDALE HOSPITAL MEDICAL CENTER,330233,NY,Pneumonia (PN) 30-Day Readmissions,116,,1.0828,22.0,20.3,30,7/1/2008,6/30/2011
WESTCHESTER MEDICAL CENTER,330234,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,622,,1.1356,20.9,18.4,135,7/1/2008,6/30/2011
WESTCHESTER MEDICAL CENTER,330234,NY,Heart Failure (HF) 30-Day Readmissions,363,,0.9990,24.0,24.0,87,7/1/2008,6/30/2011
WESTCHESTER MEDICAL CENTER,330234,NY,Pneumonia (PN) 30-Day Readmissions,116,,1.1074,21.1,19.0,30,7/1/2008,6/30/2011
AUBURN COMMUNITY HOSPITAL,330235,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,103,,1.1077,26.7,24.1,32,7/1/2008,6/30/2011
AUBURN COMMUNITY HOSPITAL,330235,NY,Heart Failure (HF) 30-Day Readmissions,464,,0.9931,23.8,24.0,110,7/1/2008,6/30/2011
AUBURN COMMUNITY HOSPITAL,330235,NY,Pneumonia (PN) 30-Day Readmissions,444,,1.0197,17.8,17.4,80,7/1/2008,6/30/2011
NEW YORK METHODIST HOSPITAL,330236,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,257,,1.2086,25.6,21.2,74,7/1/2008,6/30/2011
NEW YORK METHODIST HOSPITAL,330236,NY,Heart Failure (HF) 30-Day Readmissions,921,,1.1972,31.1,26.0,298,7/1/2008,6/30/2011
NEW YORK METHODIST HOSPITAL,330236,NY,Pneumonia (PN) 30-Day Readmissions,515,,1.1513,22.9,19.9,126,7/1/2008,6/30/2011
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,15,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,Heart Failure (HF) 30-Day Readmissions,148,,1.0644,26.5,24.9,43,7/1/2008,6/30/2011
NICHOLAS H NOYES MEMORIAL HOSPITAL,330238,NY,Pneumonia (PN) 30-Day Readmissions,159,,0.9646,16.9,17.5,25,7/1/2008,6/30/2011
WOMAN'S CHRISTIAN ASSOCIATION,330239,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,112,,1.0738,24.9,23.2,31,7/1/2008,6/30/2011
WOMAN'S CHRISTIAN ASSOCIATION,330239,NY,Heart Failure (HF) 30-Day Readmissions,363,,0.9358,22.0,23.5,76,7/1/2008,6/30/2011
WOMAN'S CHRISTIAN ASSOCIATION,330239,NY,Pneumonia (PN) 30-Day Readmissions,310,,0.8760,15.1,17.2,40,7/1/2008,6/30/2011
HARLEM HOSPITAL CENTER,330240,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,22,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
HARLEM HOSPITAL CENTER,330240,NY,Heart Failure (HF) 30-Day Readmissions,75,,1.1546,25.9,22.4,28,7/1/2008,6/30/2011
HARLEM HOSPITAL CENTER,330240,NY,Pneumonia (PN) 30-Day Readmissions,51,,1.0379,17.7,17.0,11,7/1/2008,6/30/2011
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,175,,1.0282,20.5,19.9,37,7/1/2008,6/30/2011
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,Heart Failure (HF) 30-Day Readmissions,277,,1.0457,26.4,25.3,76,7/1/2008,6/30/2011
UNIVERSITY HOSPITAL S U N Y HEALTH SCIENCE CENTER,330241,NY,Pneumonia (PN) 30-Day Readmissions,209,,1.0554,19.7,18.6,44,7/1/2008,6/30/2011
ST ELIZABETH MEDICAL CENTER,330245,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,296,,1.1183,20.4,18.3,65,7/1/2008,6/30/2011
ST ELIZABETH MEDICAL CENTER,330245,NY,Heart Failure (HF) 30-Day Readmissions,901,,1.0282,25.6,24.9,232,7/1/2008,6/30/2011
ST ELIZABETH MEDICAL CENTER,330245,NY,Pneumonia (PN) 30-Day Readmissions,531,,1.0560,20.9,19.8,114,7/1/2008,6/30/2011
CHSLI ST CHARLES HOSPITAL,330246,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,21,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
CHSLI ST CHARLES HOSPITAL,330246,NY,Heart Failure (HF) 30-Day Readmissions,170,,0.9945,24.9,25.0,42,7/1/2008,6/30/2011
CHSLI ST CHARLES HOSPITAL,330246,NY,Pneumonia (PN) 30-Day Readmissions,144,,1.0908,20.3,18.6,34,7/1/2008,6/30/2011
"COMMUNITY MEMORIAL HOSPITAL, INC",330249,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,15,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
"COMMUNITY MEMORIAL HOSPITAL, INC",330249,NY,Heart Failure (HF) 30-Day Readmissions,101,,0.9756,23.2,23.8,22,7/1/2008,6/30/2011
"COMMUNITY MEMORIAL HOSPITAL, INC",330249,NY,Pneumonia (PN) 30-Day Readmissions,182,,0.9769,17.2,17.6,30,7/1/2008,6/30/2011
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,330250,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,357,,1.1532,23.0,19.9,88,7/1/2008,6/30/2011
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,330250,NY,Heart Failure (HF) 30-Day Readmissions,643,,1.0823,27.2,25.2,180,7/1/2008,6/30/2011
CHAMPLAIN VALLEY PHYSICIANS HOSPITAL MEDICAL CTR,330250,NY,Pneumonia (PN) 30-Day Readmissions,655,,1.1059,20.7,18.7,141,7/1/2008,6/30/2011
MERCY MEDICAL CENTER,330259,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,62,,1.1013,28.5,25.8,22,7/1/2008,6/30/2011
MERCY MEDICAL CENTER,330259,NY,Heart Failure (HF) 30-Day Readmissions,334,,1.1542,28.7,24.9,105,7/1/2008,6/30/2011
MERCY MEDICAL CENTER,330259,NY,Pneumonia (PN) 30-Day Readmissions,247,,1.0283,20.0,19.5,51,7/1/2008,6/30/2011
PHELPS MEMORIAL HOSPITAL ASSN,330261,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,93,,0.9781,20.3,20.8,18,7/1/2008,6/30/2011
PHELPS MEMORIAL HOSPITAL ASSN,330261,NY,Heart Failure (HF) 30-Day Readmissions,336,,0.9556,22.8,23.9,74,7/1/2008,6/30/2011
PHELPS MEMORIAL HOSPITAL ASSN,330261,NY,Pneumonia (PN) 30-Day Readmissions,234,,0.9041,16.4,18.1,33,7/1/2008,6/30/2011
"CARTHAGE AREA HOSPITAL, INC",330263,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,9,18,N/A,N/A,N/A,N/A,7/1/2008,6/30/2011
"CARTHAGE AREA HOSPITAL, INC",330263,NY,Heart Failure (HF) 30-Day Readmissions,116,,1.0052,24.7,24.6,29,7/1/2008,6/30/2011
"CARTHAGE AREA HOSPITAL, INC",330263,NY,Pneumonia (PN) 30-Day Readmissions,96,,0.9838,18.6,18.9,17,7/1/2008,6/30/2011
ST LUKE'S CORNWALL HOSPITAL,330264,NY,Acute Myocardial Infarction (AMI) 30-Day Readmissions,250,,1.1048,24.7,22.3,66,7/1/2008,6/30/2011
